sample_id,platform_id_x,type,provider,molecular_characterisation_type,instrument_model,library_strategy,platform_id_y,model_id,sample_origin
MAYO2-GBM10,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2708,xenograft
Oncotest-2143,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2046,xenograft
Oncotest-2089,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2720,xenograft
Oncotest-2150,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2734,xenograft
Oncotest-1068,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2052,xenograft
Oncotest-115B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-1765,xenograft
Oncotest-164B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-1003,xenograft
Oncotest-2012,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2250,xenograft
Oncotest-2129,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-1994,xenograft
CRL-2383,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-OV-027,xenograft
Oncotest-093B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-430,xenograft
Oncotest-1009,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2053,xenograft
Oncotest-004B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-1228,xenograft
MAYO1-GBM12,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2709,xenograft
Oncotest-1026,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2090,xenograft
Oncotest-1052,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2084,xenograft
Oncotest-1055,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2127,xenograft
Oncotest-037B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-975,xenograft
Oncotest-2221,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2443,xenograft
Oncotest-091B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-1176,xenograft
Oncotest-100B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-1162,xenograft
Oncotest-041B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-3013,xenograft
Oncotest-133B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-550,xenograft
CRL-2325,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-LI-007,xenograft
Oncotest-084B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-597,xenograft
Oncotest-108B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-583,xenograft
Oncotest-044B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-1172,xenograft
Oncotest-035B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-742,xenograft
Oncotest-1011,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2094,xenograft
Oncotest-125B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-622,xenograft
Oncotest-1085,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2057,xenograft
Oncotest-2063,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2282,xenograft
Oncotest-2024,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2255,xenograft
Oncotest-058,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-1012,xenograft
Oncotest-023B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-1991,xenograft
Oncotest-082B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-409,xenograft
Oncotest-2002,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2056,xenograft
Oncotest-069,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-623,xenograft
Oncotest-1027,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2095,xenograft
Oncotest-1033,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2081,xenograft
Oncotest-038B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-3002,xenograft
Oncotest-2030,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2452,xenograft
Oncotest-163B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-541,xenograft
CRL-2397,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-LI-006,xenograft
Oncotest-025,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-233,xenograft
CRL-2399,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-4009,xenograft
Oncotest-2000,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2478,xenograft
CRL-2375,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-OV39,xenograft
Oncotest-2045,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2108,xenograft
Oncotest-032B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-609,xenograft
Oncotest-1062,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2083,xenograft
Oncotest-1003,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2068,xenograft
Oncotest-2027,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2281,xenograft
Oncotest-022B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-1788,xenograft
Oncotest-170B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-423,xenograft
Oncotest-1016,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-1993,xenograft
Oncotest-2222,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2519,xenograft
Oncotest-169,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-393,xenograft
Oncotest-2099,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-1986,xenograft
Oncotest-1069,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2257,xenograft
Oncotest-2033,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2531,xenograft
Oncotest-2049,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-MRI-H-166,xenograft
Oncotest-2019,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2069,xenograft
Oncotest-2219,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2727,xenograft
Oncotest-1061,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2082,xenograft
Oncotest-2043,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2096,xenograft
Oncotest-2054,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-SMTCA17,xenograft
Oncotest-1037,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2121,xenograft
CRL-2311,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2690,xenograft
CRL-2386,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2848,xenograft
Oncotest-2035,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2479,xenograft
Oncotest-1021,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-3029,xenograft
CRL-2398,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-LI-011,xenograft
Oncotest-026B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-243,xenograft
Oncotest-1047,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-1842,xenograft
Oncotest-029B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-280,xenograft
Oncotest-015B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-1103,xenograft
Oncotest-2215,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2436,xenograft
Oncotest-140B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-1881,xenograft
Oncotest-176B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-1301,xenograft
Oncotest-2047,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2146,xenograft
Oncotest-1065,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2152,xenograft
Oncotest-033,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-647,xenograft
Oncotest-086B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-690,xenograft
Oncotest-024B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2032,xenograft
Oncotest-171B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-486,xenograft
Oncotest-2213,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-3106,xenograft
Oncotest-2072,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-3113,xenograft
Oncotest-1020,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-1937,xenograft
Oncotest-2100,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2033,xenograft
Oncotest-2217,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2782,xenograft
Oncotest-2090,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2796,xenograft
Oncotest-085,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-646,xenograft
CRL-2377,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2972,xenograft
Oncotest-1057,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2147,xenograft
EP01D0006,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2190,xenograft
Oncotest-1081,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2184,xenograft
Oncotest-2061,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2437,xenograft
Oncotest-2029,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2423,xenograft
Oncotest-1076,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-3067,xenograft
Oncotest-048B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-281,xenograft
Oncotest-066B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-526,xenograft
Oncotest-137,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-1869,xenograft
Oncotest-064B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-297,xenograft
Oncotest-1099,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-1114,xenograft
Oncotest-2115,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-BR5,xenograft
Oncotest-071,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-644,xenograft
Oncotest-099B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-650,xenograft
Oncotest-050B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-97,xenograft
CRL-2379,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2958,xenograft
Oncotest-182B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-678,xenograft
Oncotest-1038,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2025,xenograft
Oncotest-2152,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2227,xenograft
Oncotest-2022,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2233,xenograft
EP01D0010,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2232,xenograft
Oncotest-1066,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2226,xenograft
Oncotest-2085,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2540,xenograft
Oncotest-2212,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-3104,xenograft
Oncotest-153B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2030,xenograft
MAYO1-GBM115,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2622,xenograft
Oncotest-1088,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2178,xenograft
Oncotest-1001,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-1129,xenograft
Oncotest-031B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-533,xenograft
Oncotest-2146,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2395,xenograft
Oncotest-162B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-537,xenograft
Oncotest-047B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-251,xenograft
Oncotest-2053,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2356,xenograft
Oncotest-141B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-1887,xenograft
Oncotest-2069,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2424,xenograft
Oncotest-2220,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2197,xenograft
Oncotest-2149,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2183,xenograft
Oncotest-2003,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2140,xenograft
Oncotest-2214,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-SMTCA62,xenograft
Oncotest-134B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-899,xenograft
Oncotest-1075,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2237,xenograft
CRL-2376,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-OV109,xenograft
Oncotest-155B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2035,xenograft
Oncotest-1084,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2141,xenograft
Oncotest-2007,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2155,xenograft
Oncotest-1078,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2196,xenograft
Oncotest-2031,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2828,xenograft
CRL-2385,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2431,xenograft
Oncotest-2065,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2357,xenograft
Oncotest-054B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-536,xenograft
Oncotest-052B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-1853,xenograft
Oncotest-106B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-508,xenograft
Oncotest-1095,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-520,xenograft
Oncotest-2004,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-3063,xenograft
Oncotest-092B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-1674,xenograft
Oncotest-2117,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-736,xenograft
CRL-2310,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2157,xenograft
Oncotest-2062,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-SMTCA75,xenograft
Oncotest-005B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-1258,xenograft
Oncotest-1094,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-1066,xenograft
Oncotest-089B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-1072,xenograft
Oncotest-018B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-1729,xenograft
EP01D0009,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2220,xenograft
Oncotest-1046,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-680,xenograft
Oncotest-1059,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2036,xenograft
CRL-2393,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2988,xenograft
Oncotest-2036,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2156,xenograft
Oncotest-073B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-737,xenograft
Oncotest-2055,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2426,xenograft
Oncotest-179B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-1649,xenograft
Oncotest-2041,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-535,xenograft
ER01D0014,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-3084,xenograft
Oncotest-030,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-504,xenograft
Oncotest-119B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-276,xenograft
Oncotest-096,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-538,xenograft
Oncotest-2120,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2359,xenograft
Oncotest-2056,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2403,xenograft
Oncotest-2060,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2417,xenograft
Oncotest-063B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-289,xenograft
EP01D0007,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2198,xenograft
Oncotest-130B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-1320,xenograft
Oncotest-2109,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2601,xenograft
MAYO1-GBM123,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2615,xenograft
Oncotest-127B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-672,xenograft
Oncotest-016B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-1297,xenograft
Oncotest-126B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-666,xenograft
Oncotest-151B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2007,xenograft
Oncotest-083,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-470,xenograft
Oncotest-2051,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2211,xenograft
Oncotest-1067,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2205,xenograft
Oncotest-1073,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2204,xenograft
Oncotest-1096,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-698,xenograft
CRL-2395,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2990,xenograft
Oncotest-2210,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-SMTCA3,xenograft
Oncotest-1090,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-883,xenograft
Oncotest-2021,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2172,xenograft
MAYO1-GBM155,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-2600,xenograft
Oncotest-055B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-908,xenograft
Oncotest-060B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-1335,xenograft
Oncotest-109B,mutation_Illumina_WES,mut,CRL,mutation,Illumina WES,whole exome sequencing,mutation_Illumina_WES,CRL-713,xenograft
