sample_id,platform_id_x,type,provider,molecular_characterisation_type,instrument_model,library_strategy,platform_id_y,model_id,sample_origin
COG-N-480x_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,expression_RNA-Seq,COG-N-480x,patient
COG-N-603x_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,mutation_WES,COG-N-603x,patient
COG-N-603x_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,copy_number_alteration_targeted_capture,COG-N-603x,patient
COG-N-603x_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,expression_RNA-Seq,COG-N-603x,patient
COG-N-496x_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,mutation_WES,COG-N-496x,patient
COG-N-496x_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,copy_number_alteration_targeted_capture,COG-N-496x,patient
COG-N-496x_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,expression_RNA-Seq,COG-N-496x,patient
COG-N-619x_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,mutation_WES,COG-N-619x,patient
COG-N-619x_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,copy_number_alteration_targeted_capture,COG-N-619x,patient
COG-N-619x_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,expression_RNA-Seq,COG-N-619x,patient
COG-N-623x_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,mutation_WES,COG-N-623x,patient
COG-N-623x_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,copy_number_alteration_targeted_capture,COG-N-623x,patient
COG-N-623x_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,expression_RNA-Seq,COG-N-623x,patient
CHLA-258_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,mutation_WES,CHLA-258,patient
CHLA-258_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,copy_number_alteration_targeted_capture,CHLA-258,patient
CHLA-258_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,expression_RNA-Seq,CHLA-258,patient
COG-N-564x_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,mutation_WES,COG-N-564x,patient
COG-N-564x_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,copy_number_alteration_targeted_capture,COG-N-564x,patient
COG-N-564x_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,expression_RNA-Seq,COG-N-564x,patient
COG-N-421x_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,mutation_WES,COG-N-421x,patient
COG-N-421x_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,copy_number_alteration_targeted_capture,COG-N-421x,patient
COG-N-421x_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,expression_RNA-Seq,COG-N-421x,patient
NB-SD_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,mutation_WES,NB-SD,patient
NB-SD_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,copy_number_alteration_targeted_capture,NB-SD,patient
NB-SD_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,expression_RNA-Seq,NB-SD,patient
NB-1771_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,mutation_WES,NB-1771,patient
NB-1771_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,copy_number_alteration_targeted_capture,NB-1771,patient
NB-1771_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,expression_RNA-Seq,NB-1771,patient
COG-N-620x_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,mutation_WES,COG-N-620x,patient
COG-N-620x_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,copy_number_alteration_targeted_capture,COG-N-620x,patient
COG-N-620x_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,expression_RNA-Seq,COG-N-620x,patient
COG-N-440x_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,mutation_WES,COG-N-440x,patient
COG-N-440x_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,copy_number_alteration_targeted_capture,COG-N-440x,patient
COG-N-440x_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,expression_RNA-Seq,COG-N-440x,patient
COG-N-590x_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,mutation_WES,COG-N-590x,patient
COG-N-590x_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,copy_number_alteration_targeted_capture,COG-N-590x,patient
COG-N-590x_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,expression_RNA-Seq,COG-N-590x,patient
COG-N-549x_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,mutation_WES,COG-N-549x,patient
COG-N-549x_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,copy_number_alteration_targeted_capture,COG-N-549x,patient
COG-N-549x_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,expression_RNA-Seq,COG-N-549x,patient
COG-N-519x_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,mutation_WES,COG-N-519x,patient
COG-N-519x_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,copy_number_alteration_targeted_capture,COG-N-519x,patient
COG-N-519x_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,expression_RNA-Seq,COG-N-519x,patient
COG-N-426x-Felix-PDX_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,mutation_WES,COG-N-426x-Felix-PDX,patient
COG-N-426x-Felix-PDX_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,copy_number_alteration_targeted_capture,COG-N-426x-Felix-PDX,patient
COG-N-426x-Felix-PDX_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,expression_RNA-Seq,COG-N-426x-Felix-PDX,patient
COG-N-471x_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,mutation_WES,COG-N-471x,patient
COG-N-471x_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,copy_number_alteration_targeted_capture,COG-N-471x,patient
COG-N-471x_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,expression_RNA-Seq,COG-N-471x,patient
NB-EBc1_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,mutation_WES,NB-EBc1,patient
NB-EBc1_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,copy_number_alteration_targeted_capture,NB-EBc1,patient
NB-EBc1_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,expression_RNA-Seq,NB-EBc1,patient
CHLA-79_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,mutation_WES,CHLA-79,patient
CHLA-79_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,copy_number_alteration_targeted_capture,CHLA-79,patient
CHLA-79_P,copy_number_alteration_targeted_capture,cna,CHOP,copy number alteration,Illumina microarray,Targeted capture,expression_RNA-Seq,CHLA-79,patient
NB-SD_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,mutation_WES,NB-SD,patient
NB-SD_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,copy_number_alteration_targeted_capture,NB-SD,patient
NB-SD_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,expression_RNA-Seq,NB-SD,patient
NB-EBc1_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,mutation_WES,NB-EBc1,patient
NB-EBc1_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,copy_number_alteration_targeted_capture,NB-EBc1,patient
NB-EBc1_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,expression_RNA-Seq,NB-EBc1,patient
COG-N-519x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,mutation_WES,COG-N-519x,patient
COG-N-519x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,copy_number_alteration_targeted_capture,COG-N-519x,patient
COG-N-519x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,expression_RNA-Seq,COG-N-519x,patient
CHLA-79_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,mutation_WES,CHLA-79,patient
CHLA-79_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,copy_number_alteration_targeted_capture,CHLA-79,patient
CHLA-79_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,expression_RNA-Seq,CHLA-79,patient
COG-N-471x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,mutation_WES,COG-N-471x,patient
COG-N-471x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,copy_number_alteration_targeted_capture,COG-N-471x,patient
COG-N-471x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,expression_RNA-Seq,COG-N-471x,patient
COG-N-620x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,mutation_WES,COG-N-620x,patient
COG-N-620x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,copy_number_alteration_targeted_capture,COG-N-620x,patient
COG-N-620x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,expression_RNA-Seq,COG-N-620x,patient
COG-N-564x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,mutation_WES,COG-N-564x,patient
COG-N-564x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,copy_number_alteration_targeted_capture,COG-N-564x,patient
COG-N-564x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,expression_RNA-Seq,COG-N-564x,patient
COG-N-421x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,mutation_WES,COG-N-421x,patient
COG-N-421x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,copy_number_alteration_targeted_capture,COG-N-421x,patient
COG-N-421x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,expression_RNA-Seq,COG-N-421x,patient
NB-Fly-623m_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,mutation_WES,NB-Fly-623m,patient
NB-Fly-623m_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,copy_number_alteration_targeted_capture,NB-Fly-623m,patient
NB-Fly-623m_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,expression_RNA-Seq,NB-Fly-623m,patient
COG-N-440x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,mutation_WES,COG-N-440x,patient
COG-N-440x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,copy_number_alteration_targeted_capture,COG-N-440x,patient
COG-N-440x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,expression_RNA-Seq,COG-N-440x,patient
COG-N-590x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,mutation_WES,COG-N-590x,patient
COG-N-590x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,copy_number_alteration_targeted_capture,COG-N-590x,patient
COG-N-590x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,expression_RNA-Seq,COG-N-590x,patient
NB-1771_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,mutation_WES,NB-1771,patient
NB-1771_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,copy_number_alteration_targeted_capture,NB-1771,patient
NB-1771_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,expression_RNA-Seq,NB-1771,patient
COG-N-549x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,mutation_WES,COG-N-549x,patient
COG-N-549x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,copy_number_alteration_targeted_capture,COG-N-549x,patient
COG-N-549x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,expression_RNA-Seq,COG-N-549x,patient
COG-N-589x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,mutation_WES,COG-N-589x,patient
COG-N-589x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,copy_number_alteration_targeted_capture,COG-N-589x,patient
COG-N-589x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,expression_RNA-Seq,COG-N-589x,patient
COG-N-618x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,mutation_WES,COG-N-618x,patient
COG-N-618x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,copy_number_alteration_targeted_capture,COG-N-618x,patient
COG-N-618x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,expression_RNA-Seq,COG-N-618x,patient
COG-N-415x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,mutation_WES,COG-N-415x,patient
COG-N-415x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,copy_number_alteration_targeted_capture,COG-N-415x,patient
COG-N-415x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,expression_RNA-Seq,COG-N-415x,patient
NB-1382_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,mutation_WES,NB-1382,patient
NB-1382_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,copy_number_alteration_targeted_capture,NB-1382,patient
NB-1382_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,expression_RNA-Seq,NB-1382,patient
COG-N-496x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,mutation_WES,COG-N-496x,patient
COG-N-496x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,copy_number_alteration_targeted_capture,COG-N-496x,patient
COG-N-496x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,expression_RNA-Seq,COG-N-496x,patient
COG-N-480x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,mutation_WES,COG-N-480x,patient
COG-N-480x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,copy_number_alteration_targeted_capture,COG-N-480x,patient
COG-N-480x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,expression_RNA-Seq,COG-N-480x,patient
COG-N-603x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,mutation_WES,COG-N-603x,patient
COG-N-603x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,copy_number_alteration_targeted_capture,COG-N-603x,patient
COG-N-603x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,expression_RNA-Seq,COG-N-603x,patient
COG-N-623x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,mutation_WES,COG-N-623x,patient
COG-N-623x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,copy_number_alteration_targeted_capture,COG-N-623x,patient
COG-N-623x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,expression_RNA-Seq,COG-N-623x,patient
COG-N-619x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,mutation_WES,COG-N-619x,patient
COG-N-619x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,copy_number_alteration_targeted_capture,COG-N-619x,patient
COG-N-619x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,expression_RNA-Seq,COG-N-619x,patient
CHLA-258_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,mutation_WES,CHLA-258,patient
CHLA-258_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,copy_number_alteration_targeted_capture,CHLA-258,patient
CHLA-258_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,expression_RNA-Seq,CHLA-258,patient
COG-N-452x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,mutation_WES,COG-N-452x,patient
COG-N-452x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,copy_number_alteration_targeted_capture,COG-N-452x,patient
COG-N-452x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,expression_RNA-Seq,COG-N-452x,patient
COG-N-628x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,mutation_WES,COG-N-628x,patient
COG-N-628x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,copy_number_alteration_targeted_capture,COG-N-628x,patient
COG-N-628x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,expression_RNA-Seq,COG-N-628x,patient
NB-1643_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,mutation_WES,NB-1643,patient
NB-1643_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,copy_number_alteration_targeted_capture,NB-1643,patient
NB-1643_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,expression_RNA-Seq,NB-1643,patient
COG-N-560x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,mutation_WES,COG-N-560x,patient
COG-N-560x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,copy_number_alteration_targeted_capture,COG-N-560x,patient
COG-N-560x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,expression_RNA-Seq,COG-N-560x,patient
COG-N-426x-Felix-PDX_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,mutation_WES,COG-N-426x-Felix-PDX,patient
COG-N-426x-Felix-PDX_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,copy_number_alteration_targeted_capture,COG-N-426x-Felix-PDX,patient
COG-N-426x-Felix-PDX_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,expression_RNA-Seq,COG-N-426x-Felix-PDX,patient
COG-N-624x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,mutation_WES,COG-N-624x,patient
COG-N-624x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,copy_number_alteration_targeted_capture,COG-N-624x,patient
COG-N-624x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,expression_RNA-Seq,COG-N-624x,patient
NB-1691_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,mutation_WES,NB-1691,patient
NB-1691_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,copy_number_alteration_targeted_capture,NB-1691,patient
NB-1691_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,expression_RNA-Seq,NB-1691,patient
COG-N-625x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,mutation_WES,COG-N-625x,patient
COG-N-625x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,copy_number_alteration_targeted_capture,COG-N-625x,patient
COG-N-625x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,expression_RNA-Seq,COG-N-625x,patient
COG-N-424x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,mutation_WES,COG-N-424x,patient
COG-N-424x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,copy_number_alteration_targeted_capture,COG-N-424x,patient
COG-N-424x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,expression_RNA-Seq,COG-N-424x,patient
COG-N-561x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,mutation_WES,COG-N-561x,patient
COG-N-561x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,copy_number_alteration_targeted_capture,COG-N-561x,patient
COG-N-561x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,expression_RNA-Seq,COG-N-561x,patient
COG-N-557x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,mutation_WES,COG-N-557x,patient
COG-N-557x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,copy_number_alteration_targeted_capture,COG-N-557x,patient
COG-N-557x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,expression_RNA-Seq,COG-N-557x,patient
COG-N-453x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,mutation_WES,COG-N-453x,patient
COG-N-453x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,copy_number_alteration_targeted_capture,COG-N-453x,patient
COG-N-453x_P,expression_RNA-Seq,expression,CHOP,expression,Illumina HiSeq 2000,RNA-Seq,expression_RNA-Seq,COG-N-453x,patient
,,treatment,CHOP,treatment,,,,,
CHLA-258_P,,treatment,CHOP,treatment,,,,CHLA-258,
CHLA-79_P,,treatment,CHOP,treatment,,,,CHLA-79,
NB-1382_P,,treatment,CHOP,treatment,,,,NB-1382,
NB-1643_P,,treatment,CHOP,treatment,,,,NB-1643,
NB-1691_P,,treatment,CHOP,treatment,,,,NB-1691,
NB-1771_P,,treatment,CHOP,treatment,,,,NB-1771,
NB-EBc1_P,,treatment,CHOP,treatment,,,,NB-EBc1,
NB-SD_P,,treatment,CHOP,treatment,,,,NB-SD,
SIDS01224,mutation_WGS_Illumina_NGS,mut,CMP,mutation,Illumina HiSeq 4000,WGS,mutation_WGS_Illumina_NGS,SIDM01291,cell
SIDS01224,mutation_WGS_Illumina_NGS,mut,CMP,mutation,Illumina HiSeq 4000,WGS,expression_rnaseq_Illumina_NGS,SIDM01291,cell
SIDS01224,mutation_WGS_Illumina_NGS,mut,CMP,mutation,Illumina HiSeq 4000,WGS,cna_WGS_Illumina_NGS,SIDM01291,cell
SIDS01205,mutation_WGS_Illumina_NGS,mut,CMP,mutation,Illumina HiSeq 4000,WGS,mutation_WGS_Illumina_NGS,SIDM01307,cell
SIDS01205,mutation_WGS_Illumina_NGS,mut,CMP,mutation,Illumina HiSeq 4000,WGS,expression_rnaseq_Illumina_NGS,SIDM01307,cell
SIDS00603,mutation_WES_Illumina_NGS,mut,CMP,mutation,Illumina HiSeq 2000,WES,mutation_WES_Illumina_NGS,SIDM00220,cell
SIDS00603,mutation_WES_Illumina_NGS,mut,CMP,mutation,Illumina HiSeq 2000,WES,cna_WES_Illumina_NGS,SIDM00220,cell
SIDS01077,mutation_WES_Illumina_NGS,mut,CMP,mutation,Illumina HiSeq 2000,WES,mutation_WES_Illumina_NGS,SIDM00326,cell
SIDS01077,mutation_WES_Illumina_NGS,mut,CMP,mutation,Illumina HiSeq 2000,WES,cna_WES_Illumina_NGS,SIDM00326,cell
SIDS01096,mutation_WES_Illumina_NGS,mut,CMP,mutation,Illumina HiSeq 2000,WES,mutation_WES_Illumina_NGS,SIDM00345,cell
SIDS01096,mutation_WES_Illumina_NGS,mut,CMP,mutation,Illumina HiSeq 2000,WES,expression_rnaseq_Illumina_NGS,SIDM00345,cell
SIDS01096,mutation_WES_Illumina_NGS,mut,CMP,mutation,Illumina HiSeq 2000,WES,cna_WES_Illumina_NGS,SIDM00345,cell
SIDS01014,mutation_WES_Illumina_NGS,mut,CMP,mutation,Illumina HiSeq 2000,WES,mutation_WES_Illumina_NGS,SIDM00560,cell
SIDS01014,mutation_WES_Illumina_NGS,mut,CMP,mutation,Illumina HiSeq 2000,WES,expression_rnaseq_Illumina_NGS,SIDM00560,cell
SIDS01014,mutation_WES_Illumina_NGS,mut,CMP,mutation,Illumina HiSeq 2000,WES,cna_WES_Illumina_NGS,SIDM00560,cell
SIDS00707,mutation_WES_Illumina_NGS,mut,CMP,mutation,Illumina HiSeq 2000,WES,mutation_WES_Illumina_NGS,SIDM00251,cell
SIDS00707,mutation_WES_Illumina_NGS,mut,CMP,mutation,Illumina HiSeq 2000,WES,expression_rnaseq_Illumina_NGS,SIDM00251,cell
SIDS00707,mutation_WES_Illumina_NGS,mut,CMP,mutation,Illumina HiSeq 2000,WES,cna_WES_Illumina_NGS,SIDM00251,cell
