model_id,provider,model_type,publications,age_in_years_at_collection,diagnosis,tumour_type,primary_site,sex,ethnicity,mt
HCM-CSHL-0381-C20,CSHL,3-D: Organoid,,47,Colorectal cancer Adenocarcinoma,Primary,Rectum,Female,White,Organoid
HCM-CSHL-0384-D37,CSHL,3-D: Organoid,,51,Other Tubulovillous adenoma,Primary,Colon,Male,Black or African American,Organoid
HCM-CSHL-0245-C18-A,CSHL,3-D: Organoid,,73,Colorectal cancer Adenocarcinoma,Primary,Colon,Female,White,Organoid
HCM-CSHL-0085-C24-B,CSHL,3-D: Organoid,,56,Ampulla of Vater cancer Adenocarcinoma,metastatic,Ampulla of Vater,Male,Not collected,Organoid
HCM-CSHL-0245-C18-B,CSHL,3-D: Organoid,,73,Colorectal cancer Adenocarcinoma,metastatic,Colon,Female,White,Organoid
HCM-CSHL-0174-C22,CSHL,3-D: Organoid,,64,Intrahepatic bile duct cancer Intrahepatic cholangiocarcinoma,Primary,Intrahepatic bile duct,Female,Not collected,Organoid
HCM-CSHL-0244-C20,CSHL,3-D: Organoid,,62,Colorectal cancer Adenocarcinoma,Primary,Rectum,Male,Asian,Organoid
HCM-CSHL-0433-C24,CSHL,3-D: Organoid,,52,Rare cancers Extrahepatic cholangiocarcinoma,Primary,Extrahepatic bile duct,Male,Not collected,Organoid
HCM-CSHL-0434-C24-A,CSHL,3-D: Organoid,,60,Rare cancers Extrahepatic cholangiocarcinoma,Primary,Extrahepatic bile duct,Male,Not collected,Organoid
HCM-CSHL-0085-C24,CSHL,3-D: Organoid,,56,Ampulla of Vater cancer Adenocarcinoma,Primary,Ampulla of Vater,Male,Not collected,Organoid
HCM-CSHL-0434-C24-B,CSHL,3-D: Organoid,,60,Rare cancers Extrahepatic cholangiocarcinoma,metastatic,Extrahepatic bile duct,Male,Not collected,Organoid
HCM-CSHL-0510-D13,CSHL,3-D: Organoid,,59,Other Tubulovillous adenoma,Pre-malignant,Small intestine,Female,Not collected,Organoid
HCM-CSHL-0317-C18,CSHL,3-D: Organoid,,65,Colorectal cancer Mucinous adenocarcinoma,Primary,Colon,Female,Not collected,Organoid
HCM-CSHL-0426-C18,CSHL,3-D: Organoid,,73,Colorectal cancer Medullary carcinoma,Primary,Colon,Male,Not collected,Organoid
HCM-CSHL-0141-C18,CSHL,3-D: Organoid,,67,Colorectal cancer Adenocarcinoma,Primary,Colon,Male,White,Organoid
HCM-CSHL-0257-C18,CSHL,3-D: Organoid,,59,Colorectal cancer Adenocarcinoma,Primary,Colon,Male,Not collected,Organoid
HCM-CSHL-0162-C19,CSHL,3-D: Organoid,,62,Colorectal cancer Adenocarcinoma,Primary,Rectum,Male,White,Organoid
HCM-CSHL-0261-C50,CSHL,3-D: Organoid,,53,Breast cancer Infiltrating ductal carcinoma,Primary,Breast,Female,Not collected,Organoid
HCM-CSHL-0089-C25-B,CSHL,3-D: Organoid,,62,Pancreatic cancer Infiltrating ductal carcinoma,metastatic,Pancreas,Male,Not collected,Organoid
HCM-CSHL-0078-C25-B,CSHL,3-D: Organoid,,72,Pancreatic cancer Infiltrating ductal carcinoma,metastatic,Pancreas,Male,Not collected,Organoid
HCM-CSHL-0074-C25,CSHL,3-D: Organoid,,54,Pancreatic cancer Adenocarcinoma ductal type,Primary,Pancreas,Male,Not collected,Organoid
HCM-CSHL-0247-C18-B,CSHL,3-D: Organoid,,76,Colorectal cancer Adenocarcinoma,metastatic,Colon,Female,White,Organoid
HCM-CSHL-0376-D37,CSHL,3-D: Organoid,,75,Other Tubulovillous adenoma,Primary,Colon,Male,White,Organoid
HBCx-3,Curie-BC,PDX,"PMID:17606733, PMID:22002565, PMID:28473534, PMID:27374081 ",59,breast carcinoma,primary,breast,Female,Not provided,PDX
HBCx-12A,Curie-BC,PDX,"PMID:17606733, PMID:29463559, PMID:27374081 ",90,breast carcinoma,primary,breast,Female,Not provided,PDX
HBCx-5,Curie-BC,PDX,"PMID:17606733, PMID:29463559, PMID:27374081 ",55,breast carcinoma,metastatic,breast,Female,Not provided,PDX
HBCx-14,Curie-BC,PDX,"PMID:17606733, PMID:29463559, PMID:27374081 ",71,breast carcinoma,primary,breast,Female,Not provided,PDX
HBCx-17,Curie-BC,PDX,"PMID:17606733, PMID:29463559, PMID:27374081 ",37,breast carcinoma,primary,breast,Female,Not provided,PDX
HBCx-2,Curie-BC,PDX,"PMID: 17606733, PMID: 27374081, PMID: 29463559, PMID: 36852691, PMID: 37029129, PMID: 22247967, PMID: 30859564, PMID: 32042320",76,breast carcinoma,metastatic,breast,Female,Not provided,PDX
HBCx-8,Curie-BC,PDX,"PMID: 17606733, PMID: 29463559, PMID: 36852691, PMID: 37029129, PMID: 22247967, PMID: 26695443, PMID: 32075943, PMID: 30859564, PMID: 19240712",79,breast carcinoma,primary,breast,Female,Not provided,PDX
HBCx-30,Curie-BC,PDX,"PMID: 27374081, PMID: 29463559, PMID: 36852691, PMID:37029129, PMID: 32075943, PMID: 30859564",79,breast carcinoma,primary,breast,Female,Not provided,PDX
HBCx-31,Curie-BC,PDX,"PMID: 27374081, PMID: 29463559, PMID: 36852691, PMID: 37029129, PMID: 22247967, PMID: 32075943, PMID: 30859564, PMID: 32042320",44,breast carcinoma,primary,breast,Female,Not provided,PDX
HBCx-39,Curie-BC,PDX,"PMID: 35410383, PMID: 27374081, PMID: 29463559, PMID: 36852691, PMID: 37029129, PMID: 36223547, PMID: 32075943, PMID: 30859564",38,breast carcinoma,recurrent,breast,Female,Not provided,PDX
HBCx-92,Curie-BC,PDX,"PMID: 29463559, PMID: 36852691, PMID: 37029129, PMID: 34250755, PMID: 32075943, PMID: 30859564",41,breast carcinoma,recurrent,breast,Female,Not provided,PDX
HBCx-106,Curie-BC,PDX,"PMID: 29463559, PMID: 36852691, PMID: 37029129, PMID: 32075943, PMID: 30859564",50,breast carcinoma,recurrent,breast,Female,Not provided,PDX
HBCx-118,Curie-BC,PDX,"PMID: 32792481, PMID: 37452026",48,breast carcinoma,metastatic,breast,Female,Not provided,PDX
HBCx-124,Curie-BC,PDX,"PMID: 32792481, PMID: 37452026, PMID: 33421710",27,breast carcinoma,metastatic,breast,Female,Not provided,PDX
HBCx-131,Curie-BC,PDX,"PMID: 32792481, PMID: 37452026, PMID: 33421710",51,breast carcinoma,metastatic,breast,Female,Not provided,PDX
HBCx-134,Curie-BC,PDX,"PMID: 32792481, PMID: 37452026, PMID: 34020697",72,breast carcinoma,metastatic,breast,Female,Not provided,PDX
HBCx-137,Curie-BC,PDX,"PMID: 32792481, PMID: 37452026",52,breast carcinoma,metastatic,breast,Female,Not provided,PDX
HBCx-139,Curie-BC,PDX,"PMID: 32792481, PMID: 37452026",42,breast carcinoma,metastatic,breast,Female,Not provided,PDX
HBCx-142,Curie-BC,PDX,PMID: 32792481,53,breast carcinoma,metastatic,breast,Female,Not provided,PDX
HBCx-149,Curie-BC,PDX,"PMID: 37029129, PMID: 32075943, PMID: 30859564",58,breast carcinoma,recurrent,breast,Female,Not provided,PDX
HBCx-150,Curie-BC,PDX,,45,breast carcinoma,metastatic,breast,Female,Not provided,PDX
HBCx-151,Curie-BC,PDX,"PMID: 36852691, PMID: 37029129, PMID: 32075943, PMID: 30859564",36,breast carcinoma,recurrent,breast,Female,Not provided,PDX
HBCx-176,Curie-BC,PDX,PMID: 32792481,61,breast carcinoma,metastatic,breast,Female,Not provided,PDX
HBCx-180,Curie-BC,PDX,"PMID: 32792481, PMID: 37452026",58,breast carcinoma,metastatic,breast,Female,Not provided,PDX
HBCx-185,Curie-BC,PDX,PMID: 37029129,34,breast carcinoma,recurrent,breast,Female,Not provided,PDX
HBCx-200,Curie-BC,PDX,,48,breast carcinoma,recurrent,breast,Female,Not provided,PDX
HBCx-202,Curie-BC,PDX,PMID: 37452026,53,breast carcinoma,metastatic,breast,Female,Not provided,PDX
HBCx-206,Curie-BC,PDX,PMID: 37029129,55,breast carcinoma,recurrent,breast,Female,Not provided,PDX
HBCx-209,Curie-BC,PDX,PMID: 37029129,54,breast carcinoma,recurrent,breast,Female,Not provided,PDX
HBCx-210,Curie-BC,PDX,PMID: 37029129,63,breast carcinoma,recurrent,breast,Female,Not provided,PDX
HBCx-217,Curie-BC,PDX,PMID: 37029129,33,breast carcinoma,recurrent,breast,Female,Not provided,PDX
HBCx-219,Curie-BC,PDX,PMID: 37452026,56,breast carcinoma,metastatic,breast,Female,Not provided,PDX
HBCx-227,Curie-BC,PDX,PMID: 37452026,71,breast carcinoma,metastatic,breast,Female,Not provided,PDX
HBCx-249,Curie-BC,PDX,,49,breast carcinoma,metastatic,breast,female,Not provided,PDX
HBCo-8,Curie-BC,Organoid,,79,breast carcinoma,primary,breast,Female,Not provided,Organoid
HBCo-39,Curie-BC,Organoid,,38,breast carcinoma,recurrent,breast,Female,Not provided,Organoid
HBCo-92,Curie-BC,Organoid,,41,breast carcinoma,recurrent,breast,Female,Not provided,Organoid
HBCo-118,Curie-BC,Organoid,,48,breast carcinoma,metastatic,breast,Female,Not provided,Organoid
HBCo-124,Curie-BC,Organoid,,27,breast carcinoma,metastatic,breast,Female,Not provided,Organoid
HBCo-131,Curie-BC,Organoid,,51,breast carcinoma,metastatic,breast,Female,Not provided,Organoid
HBCo-134,Curie-BC,Organoid,,72,breast carcinoma,metastatic,breast,Female,Not provided,Organoid
HBCo-137,Curie-BC,Organoid,,52,breast carcinoma,metastatic,breast,Female,Not provided,Organoid
HBCo-139,Curie-BC,Organoid,,42,breast carcinoma,metastatic,breast,Female,Not provided,Organoid
HBCo-180,Curie-BC,Organoid,,58,breast carcinoma,metastatic,breast,Female,Not provided,Organoid
HBCo-202,Curie-BC,Organoid,,53,breast carcinoma,metastatic,breast,Female,Not provided,Organoid
HBCo-206,Curie-BC,Organoid,,55,breast carcinoma,recurrent,breast,Female,Not provided,Organoid
HBCo-209,Curie-BC,Organoid,,54,breast carcinoma,recurrent,breast,Female,Not provided,Organoid
HBCo-227,Curie-BC,Organoid,,71,breast carcinoma,metastatic,breast,Female,Not provided,Organoid
HBCo-249,Curie-BC,Organoid,,49,breast carcinoma,metastatic,breast,female,Not provided,Organoid
LCF4,Curie-LC,PDX,"PMID:28522592, PMID:33889306",64,pulmonary adenocarcinoma,primary,Lung,Female,Not provided,PDX
LCF9,Curie-LC,PDX,"PMID:28522592, PMID:33889306",65,pulmonary adenocarcinoma,primary,Lung,Male,Not provided,PDX
LCF16,Curie-LC,PDX,,69,Squamous cell carcinomas,primary,Lung,Male,Not provided,PDX
LCF26,Curie-LC,PDX,,57,Large-cell carcinoma,primary,Lung,Male,Not provided,PDX
LCF11,Curie-LC,PDX,,64,Large-cell carcinoma,primary,Lung,Male,Not provided,PDX
LCF15,Curie-LC,PDX,PMID:33889306,50,pulmonary adenocarcinoma,primary,Lung,Female,Not provided,PDX
OV10,Curie-OC,PDX,PMID: 30244973,56,ovarian serous adenocarcinoma,Metastatic,Ovary,Female,Not provided,PDX
OV14,Curie-OC,PDX,PMID: 30244973,29,ovarian serous adenocarcinoma,Primary,Ovary,Female,Not provided,PDX
OV16,Curie-OC,PDX,"PMID: 29245952, PMID: 30244973",75,ovarian serous adenocarcinoma,Primary,Ovary,Female,Not provided,PDX
OV25,Curie-OC,PDX,"PMID: 29245952, PMID: 30244973",62,ovarian serous adenocarcinoma,Primary,Ovary,Female,Not provided,PDX
OV54,Curie-OC,PDX,PMID: 29245952,76,Ovarian Undifferentiated Carcinoma,Metastatic,Ovary,Female,Not provided,PDX
BT112_PDX_001,DFCI-CPDM,PDX,,59,Glioblastoma NOS 4,Primary,Frontal Cortex,Male,Not Collected,PDX
BT1150_PDX_001,DFCI-CPDM,PDX,,63,Metastasis Lung,Metastatic,Lung,Female,White,PDX
BT116_PDX_001,DFCI-CPDM,PDX,,37,Glioblastoma NOS 4,Recurrent,Parietal Lobe,Female,Not Collected,PDX
BT127_PDX_001,DFCI-CPDM,PDX,,6,Medulloblastoma 4,Primary,Cerebellum,Male,Not Collected,PDX
BT188_PDX_001,DFCI-CPDM,PDX,,51,Glioblastoma NOS 4,Primary,Frontal Cortex,Male,Not Collected,PDX
BT260_PDX_001,DFCI-CPDM,PDX,,45,Anaplastic Oligodendroglioma NOS 3,Recurrent,Frontal Cortex,Male,Not Collected,PDX
BT329_PDX_001,DFCI-CPDM,PDX,,50,Glioblastoma IDH wildtype 4,Primary,Parietal Lobe,Male,White,PDX
BT354_PDX_001,DFCI-CPDM,PDX,,48,Metastasis Breast,Metastatic,Breast,Male,Not Collected,PDX
BT355_PDX_001,DFCI-CPDM,PDX,,58,Metastasis Breast,Metastatic,Breast,Male,Not Collected,PDX
BT397_PDX_001,DFCI-CPDM,PDX,,69,Glioblastoma IDH wildtype 4,Recurrent,Parietal Lobe,Male,Not Collected,PDX
BT416_PDX_001,DFCI-CPDM,PDX,,17,Glioblastoma IDH wildtype 4,Primary,Thalamus,Male,White,PDX
BT421_PDX_001,DFCI-CPDM,PDX,,28,Glioblastoma IDH Mutant 4,Primary,Frontal Cortex,Male,White,PDX
BT422_PDX_001,DFCI-CPDM,PDX,,72,Glioblastoma IDH wildtype 4,Primary,Frontal Cortex,Male,White,PDX
BT455_PDX_001,DFCI-CPDM,PDX,,28,Glioblastoma IDH wildtype 4,Recurrent,Frontal Cortex,Male,White,PDX
BT456_PDX_001,DFCI-CPDM,PDX,,62,Metastasis Breast,Metastatic,Breast,Male,White,PDX
BT496_PDX_001,DFCI-CPDM,PDX,,77,Metastasis Breast,Metastatic,Breast,Male,Not Collected,PDX
BT544_PDX_001,DFCI-CPDM,PDX,,51,Glioblastoma IDH wildtype 4,Recurrent,Parietal Lobe,Male,White,PDX
BT597_PDX_001,DFCI-CPDM,PDX,,2,Medulloblastoma 4,Primary,Posterior Fossa,Male,White,PDX
BT623_PDX_001,DFCI-CPDM,PDX,,56,Metastasis Breast,Metastatic,Breast,Male,White,PDX
BT632_PDX_001,DFCI-CPDM,PDX,,66,Glioblastoma IDH wildtype 4,Recurrent,Frontal Cortex,Male,White,PDX
BT640_PDX_001,DFCI-CPDM,PDX,,45,Metastasis Breast,Metastatic,Breast,Male,White,PDX
BT653_PDX_001,DFCI-CPDM,PDX,,33,Metastasis Melanoma,Metastatic,Skin,Male,Not Collected,PDX
BT669_PDX_001,DFCI-CPDM,PDX,,75,Metastasis Lung,Metastatic,Lung,Male,White,PDX
BT675_PDX_001,DFCI-CPDM,PDX,,7,Glioblastoma IDH wildtype 4,Recurrent,Parietal Lobe,Male,Black or African American,PDX
BT686_PDX_001,DFCI-CPDM,PDX,,41,Metastasis Breast,Metastatic,Breast,Male,Black or African American,PDX
BT690_PDX_001,DFCI-CPDM,PDX,,17,Glioblastoma IDH wildtype 4,Primary,Frontal Cortex,Male,White,PDX
BT692_PDX_001,DFCI-CPDM,PDX,,53,Metastasis Breast,Metastatic,Breast,Male,White,PDX
BT698_PDX_001,DFCI-CPDM,PDX,,43,Glioblastoma IDH Mutant 4,Recurrent,Temporal Cortex,Male,White,PDX
BT806_PDX_001,DFCI-CPDM,PDX,,8,Pineoblastoma 4,Recurrent,Pineal,Male,White,PDX
BT869_PDX_001,DFCI-CPDM,PDX,,8,Anaplastic Astrocytoma NOS,Primary,Brain Stem,Male,White,PDX
CBAB-10855-V2,DFCI-CPDM,PDX,,2.65,Acute B Lymphoblastic Leukemia,Not provided,Not Collected,male,Not Collected,PDX
CBAB-11467-V0,DFCI-CPDM,PDX,,12.34,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,male,Asian,PDX
CBAB-11470-V0,DFCI-CPDM,PDX,,4.9,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,Female,Not Collected,PDX
CBAB-12402-V1,DFCI-CPDM,PDX,,1.34,Acute B Lymphoblastic Leukemia,Not provided,Peripheral blood,male,Not Collected,PDX
CBAB-12567-V0,DFCI-CPDM,PDX,,3.6,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,male,Not Collected,PDX
CBAB-13196-V1,DFCI-CPDM,PDX,,0.43,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,male,Not Collected,PDX
CBAB-14536-V1,DFCI-CPDM,PDX,,5.77,pre-B ALL,Not provided,Bone marrow,male,Not Collected,PDX
CBAB-14685-V0,DFCI-CPDM,PDX,,Not Collected,Acute B Lymphoblastic Leukemia,Not provided,Peripheral blood,Not collected,Not Collected,PDX
CBAB-15891-V0,DFCI-CPDM,PDX,,0.9,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,Female,Not Collected,PDX
CBAB-16395-V0,DFCI-CPDM,PDX,,Not Collected,Acute B Lymphoblastic Leukemia,Not provided,Peripheral blood,Not collected,Not Collected,PDX
CBAB-18316-V0,DFCI-CPDM,PDX,,Not Collected,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,Not collected,Not Collected,PDX
CBAB-19404-V1,DFCI-CPDM,PDX,,8.05,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,Female,Not Collected,PDX
CBAB-21952-V0,DFCI-CPDM,PDX,,1.15,Acute B Lymphoblastic Leukemia,Recurrent,Bone marrow,male,Hispanic or Latino,PDX
CBAB-22694-V1,DFCI-CPDM,PDX,,6.65,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,male,Not Collected,PDX
CBAB-24426-V1,DFCI-CPDM,PDX,,15.37,Acute B Lymphoblastic Leukemia,Recurrent,Bone marrow,male,Not Collected,PDX
CBAB-25557-V0,DFCI-CPDM,PDX,,1.42,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,male,Not Collected,PDX
CBAB-28262-V0,DFCI-CPDM,PDX,,8.26,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,Female,Not Collected,PDX
CBAB-29894-V2,DFCI-CPDM,PDX,,2.15,Down Syndrome Acute Lymphocytic Leukemia,Not provided,Not collected,Female,Not Collected,PDX
CBAB-30198-V0,DFCI-CPDM,PDX,,10.08,Acute B Lymphoblastic Leukemia,Recurrent,Peripheral blood,male,White,PDX
CBAB-32407-V0,DFCI-CPDM,PDX,,Not Collected,Acute B Lymphoblastic Leukemia,Not provided,Peripheral blood,Not collected,Not Collected,PDX
CBAB-35186-V0,DFCI-CPDM,PDX,,4.37,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,male,Not Collected,PDX
CBAB-35712-V0,DFCI-CPDM,PDX,,Not Collected,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,Not collected,Not Collected,PDX
CBAB-35746-V1,DFCI-CPDM,PDX,,4.46,Acute B Lymphoblastic Leukemia,Recurrent,Bone marrow,male,Not Collected,PDX
CBAB-37009-V0,DFCI-CPDM,PDX,,15.43,Down Syndrome Acute Lymphocytic Leukemia,Not provided,Bone marrow,male,White,PDX
CBAB-37565-V0,DFCI-CPDM,PDX,,8.92,Acute B Lymphoblastic Leukemia,Not provided,Peripheral blood,male,Not Collected,PDX
CBAB-37854-V0,DFCI-CPDM,PDX,,Not Collected,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,Not collected,Not Collected,PDX
CBAB-43466-V0,DFCI-CPDM,PDX,,Not Collected,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,Not collected,Not Collected,PDX
CBAB-43699-V0,DFCI-CPDM,PDX,,Not Collected,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,Not collected,Not Collected,PDX
CBAB-44189-V0,DFCI-CPDM,PDX,,11.74,Acute B Lymphoblastic Leukemia,Not provided,Peripheral blood,male,Not Collected,PDX
CBAB-44464-V0,DFCI-CPDM,PDX,,6.27,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,male,Not Collected,PDX
CBAB-44844-V1,DFCI-CPDM,PDX,,17.03,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,Female,Not Collected,PDX
CBAB-45796-V0,DFCI-CPDM,PDX,,Not Collected,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,Not collected,Not Collected,PDX
CBAB-47947-V0,DFCI-CPDM,PDX,,16.95,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,male,Hispanic or Latino,PDX
CBAB-48512-V0,DFCI-CPDM,PDX,,2.62,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,male,Not Collected,PDX
CBAB-50023-V0,DFCI-CPDM,PDX,,6.2,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,male,Not Collected,PDX
CBAB-50477-V0,DFCI-CPDM,PDX,,5.12,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,Female,White,PDX
CBAB-51756-V0,DFCI-CPDM,PDX,,3.87,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,Female,Not Collected,PDX
CBAB-52098-V0,DFCI-CPDM,PDX,,3.04,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,male,Not Collected,PDX
CBAB-53834-V0,DFCI-CPDM,PDX,,2.63,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,male,Not Collected,PDX
CBAB-54155-V0,DFCI-CPDM,PDX,,0.03,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,Female,Not Collected,PDX
CBAB-55039-V0,DFCI-CPDM,PDX,,9.78,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,male,Not Collected,PDX
CBAB-56336-V0,DFCI-CPDM,PDX,,13.36,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,male,Not Collected,PDX
CBAB-57829-V1,DFCI-CPDM,PDX,,16.04,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,male,Not Collected,PDX
CBAB-60588-V3,DFCI-CPDM,PDX,,13,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,Female,Not Collected,PDX
CBAB-62871-V1,DFCI-CPDM,PDX,,7.42,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,Female,Not Collected,PDX
CBAB-63288-V0,DFCI-CPDM,PDX,,15.02,Acute B Lymphoblastic Leukemia,Recurrent,Bone marrow,Female,White,PDX
CBAB-65628-V1,DFCI-CPDM,PDX,,15.36,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,male,Not Collected,PDX
CBAB-68084-V0,DFCI-CPDM,PDX,,3.63,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,Female,Not Collected,PDX
CBAB-69471-V1,DFCI-CPDM,PDX,,5.49,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,male,Not Collected,PDX
CBAB-70595-V0,DFCI-CPDM,PDX,,Not Collected,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,Not collected,Not Collected,PDX
CBAB-72444-V0,DFCI-CPDM,PDX,,1.76,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,male,Not Collected,PDX
CBAB-72822-V0,DFCI-CPDM,PDX,,Not Collected,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,Not collected,Not Collected,PDX
CBAB-72877-V1,DFCI-CPDM,PDX,,Not Collected,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,Not collected,Not Collected,PDX
CBAB-75728-V1,DFCI-CPDM,PDX,,16.07,Acute B Lymphoblastic Leukemia,Recurrent,Peripheral blood,Not collected,Not Collected,PDX
CBAB-75914-V1,DFCI-CPDM,PDX,,14.9,Acute B Lymphoblastic Leukemia,Not provided,Peripheral blood,male,Not Collected,PDX
CBAB-76731-V0,DFCI-CPDM,PDX,,13.31,Acute B Lymphoblastic Leukemia,Recurrent,Bone marrow,male,White,PDX
CBAB-77406-V0,DFCI-CPDM,PDX,,2.18,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,male,Not Collected,PDX
CBAB-78364-V0,DFCI-CPDM,PDX,,8.96,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,Female,Not Collected,PDX
CBAB-79275-V4,DFCI-CPDM,PDX,,9.72,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,Female,Not Collected,PDX
CBAB-82229-V2,DFCI-CPDM,PDX,,10.25,Acute B Lymphoblastic Leukemia,Not provided,Not collected,Female,Not Collected,PDX
CBAB-82812-V2,DFCI-CPDM,PDX,,0.71,Acute B Lymphoblastic Leukemia,Not provided,Not collected,Female,Not Collected,PDX
CBAB-83255-V0,DFCI-CPDM,PDX,,15.99,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,male,Not Collected,PDX
CBAB-86372-V1,DFCI-CPDM,PDX,,5.23,Acute B Lymphoblastic Leukemia,Recurrent,Bone marrow,Female,White,PDX
CBAB-88178-V1,DFCI-CPDM,PDX,,14.78,Acute B Lymphoblastic Leukemia,Not provided,Peripheral blood,male,Not Collected,PDX
CBAB-88779-V1,DFCI-CPDM,PDX,,1.74,Acute B Lymphoblastic Leukemia,Not provided,Not collected,Female,Not Collected,PDX
CBAB-90836-V0,DFCI-CPDM,PDX,,13.24,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,Female,Not Collected,PDX
CBAB-90977-V1,DFCI-CPDM,PDX,,6.65,Down Syndrome Acute Lymphocytic Leukemia,Not provided,Not collected,Female,Not Collected,PDX
CBAB-97613-V1,DFCI-CPDM,PDX,,4.49,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,Female,Not Collected,PDX
CBAB-97626-V1,DFCI-CPDM,PDX,,6.36,Acute B Lymphoblastic Leukemia,Not provided,Not collected,male,Not Collected,PDX
CBAB-99093-V0,DFCI-CPDM,PDX,,13.91,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,male,Not Collected,PDX
CBAB-99150-V0,DFCI-CPDM,PDX,,Not Collected,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,Not collected,Not Collected,PDX
CBAB-99562-V1,DFCI-CPDM,PDX,,7.6,Acute B Lymphoblastic Leukemia,Not provided,Bone marrow,male,Not Collected,PDX
CBAM-44728-V1,DFCI-CPDM,PDX,,15.6,Acute myeloid leukemia,Recurrent,Peripheral blood,Female,Not Collected,PDX
CBAM-68552-V1,DFCI-CPDM,PDX,,7.62,Acute myeloid leukemia,Recurrent,Bone marrow,male,White,PDX
CBAM-87679-V1,DFCI-CPDM,PDX,,17.26,Acute myeloid leukemia,Recurrent,Bone marrow,Female,Not Collected,PDX
CBAM-88150-V0,DFCI-CPDM,PDX,,Not Collected,Acute myeloid leukemia,Not provided,Bone marrow,Not collected,Not Collected,PDX
CBAM-88523-V1,DFCI-CPDM,PDX,,1.65,Acute myeloid leukemia,Not provided,Peripheral blood,male,White,PDX
CBAM-96639-V3,DFCI-CPDM,PDX,,12.81,Acute myeloid leukemia,Recurrent,Peripheral blood,male,Not Collected,PDX
CBAT-17587-V3,DFCI-CPDM,PDX,,Not Collected,T-cell acute lymphoblastic leukaemia,Not provided,Not collected,Not collected,Not Collected,PDX
CBAT-27299-V1,DFCI-CPDM,PDX,,3.9,T-cell acute lymphoblastic leukaemia,Not provided,Bone marrow,male,Not Collected,PDX
CBAT-37614-V1,DFCI-CPDM,PDX,,6.96,T-cell acute lymphoblastic leukaemia,Not provided,Peripheral blood,male,White,PDX
CBAT-44179-V1,DFCI-CPDM,PDX,,Not Collected,T-cell acute lymphoblastic leukaemia,Not provided,Peripheral blood,Not collected,Not Collected,PDX
CBAT-50463-V0,DFCI-CPDM,PDX,,Not Collected,T-cell acute lymphoblastic leukaemia,Not provided,Bone marrow,Not collected,Not Collected,PDX
CBAT-93917-V1,DFCI-CPDM,PDX,,10.69,T-cell acute lymphoblastic leukaemia,Not provided,Bone marrow,male,White,PDX
CBAT-94661-V1,DFCI-CPDM,PDX,,Not Collected,T-cell acute lymphoblastic leukaemia,Recurrent,Bone marrow,Not collected,Not Collected,PDX
CBTL-81777-V2,DFCI-CPDM,PDX,,Not Collected,Hepatosplenic T-cell lymphoma,Not provided,Bone marrow,Not collected,Not Collected,PDX
